Ensembl ID	Gene name	logFC	H3K79me2 GB Coverage
ENSMUSG00000019952	Poc1b	-0.0881359315973341	0.04083965
ENSMUSG00000031148	Gpkow	-0.0881187060569163	0.1556885
ENSMUSG00000010097	Nxf1	-0.0880537278198701	0.4214805
ENSMUSG00000021537	Cetn3	-0.0879896063243938	0.556325
ENSMUSG00000029125	Stx18	-0.0878514449597395	0.260957
ENSMUSG00000000486	Gm4532	-0.0874551763092093	0.2582155
ENSMUSG00000022462	Slc38a2	-0.0873807665739551	0.6879405
ENSMUSG00000073422	H2-Ke6	-0.0872920043829508	0.271696
ENSMUSG00000039759	Thap3	-0.0872490548515142	0.4591915
ENSMUSG00000040725	Hnrnpul1	-0.087227484386284	0.389888
ENSMUSG00000062376	Borcs7	-0.0871719976814549	0.21533
ENSMUSG00000022403	St13	-0.0871461485476495	0.376253
ENSMUSG00000032252	Glce	-0.0870930641902011	0.314663
ENSMUSG00000038622	Med30	-0.0870842276472836	0.2577795
ENSMUSG00000021120	Pigh	-0.0870621793062251	0.2521135
ENSMUSG00000002342	Tmem161a	-0.0870336384465298	0.389811
ENSMUSG00000067424	Zfp563	-0.0870187764824627	0.398439
ENSMUSG00000024645	Timm21	-0.0869690884464038	0.3834835
ENSMUSG00000030815	Phkg2	-0.0869662417878469	0.3085875
ENSMUSG00000053684	BC048403	-0.0869501597383741	0.11775635
ENSMUSG00000035953	Pip4p1	-0.0868691048299392	0.565358
ENSMUSG00000019710	Mrpl24	-0.0868586345117785	0.28569725
ENSMUSG00000007041	Clic1	-0.0868348944163914	0.5118965
ENSMUSG00000024906	Mus81	-0.0867023831576693	0.3525915
ENSMUSG00000114515	Aldoa	-0.0866741434980636	0.422707
ENSMUSG00000069769	Msi2	-0.0865912313290178	0.6324945
ENSMUSG00000049878	Rlf	-0.086583305964891	0.5276635
ENSMUSG00000063576	Klhdc3	-0.0865627998542902	0.483582
ENSMUSG00000080268	Brms1	-0.0863840015253006	0.2376225
ENSMUSG00000036537	Rnf113a1	-0.0862881215348371	0.4043335
ENSMUSG00000071342	Lsmem1	-0.0862635126967706	0.465496999999999
ENSMUSG00000018547	Pip4k2b	-0.0862270336310703	0.290798
ENSMUSG00000007892	Rplp1	-0.0861726164399736	0.7601275
ENSMUSG00000027770	Dhx36	-0.0861654772826139	0.07700305
ENSMUSG00000040928	S100pbp	-0.0861345707264659	0.3103685
ENSMUSG00000005514	Por	-0.086134121737144	0.328851
ENSMUSG00000039456	Morc3	-0.0860685101510307	0.363843
ENSMUSG00000029404	Arl6ip4	-0.0859334352338851	0.5391365
ENSMUSG00000056014	A430033K04Rik	-0.0858306752865969	0.32567
ENSMUSG00000009647	Mcu	-0.0857652892704092	0.35187
ENSMUSG00000024258	Polr2d	-0.0857304766951119	0.5611165
ENSMUSG00000029173	Sepsecs	-0.0857173518793518	0.14988845
ENSMUSG00000028684	Urod	-0.0856798153429576	0.2010565
ENSMUSG00000027160	Ccdc34	-0.0856665125645336	0.04376575
ENSMUSG00000025178	Pi4k2a	-0.0853968504411205	0.2798405
ENSMUSG00000034424	Gcsh	-0.0853107680591518	0.315271
ENSMUSG00000029833	Trim24	-0.085217067659331	0.301201
ENSMUSG00000027104	Atf2	-0.0850700257617837	0.3835035
ENSMUSG00000030201	Lrp6	-0.0850550014052995	0.5409325
ENSMUSG00000043153	Crppa	-0.0850236657629876	0.0
ENSMUSG00000027479	Mapre1	-0.0849579685446607	0.5784715
ENSMUSG00000039254	Pomt1	-0.0849352693558076	0.02204605
ENSMUSG00000008036	Ap2s1	-0.0848035420623817	0.407671
ENSMUSG00000052419	2610001J05Rik	-0.0847642297331371	0.490222
ENSMUSG00000015522	Arnt	-0.084761803843119	0.2662085
ENSMUSG00000040433	Zbtb38	-0.0845995385537253	0.5679615
ENSMUSG00000052915	Msl1	-0.0845734675476812	0.664493
ENSMUSG00000030706	Mrpl48	-0.0845687742394961	0.220507999999999
ENSMUSG00000026017	Carf	-0.0845593599105675	0.0503795
ENSMUSG00000035203	Epn1	-0.0845392700938465	0.5852375
ENSMUSG00000030036	Mogs	-0.0844915463548841	0.5295325
ENSMUSG00000030323	Ift122	-0.08448084161306	0.0568278
ENSMUSG00000027613	Eif6	-0.0840299988581362	0.395475
ENSMUSG00000009566	Fpgs	-0.0839692108813622	0.04120815
ENSMUSG00000036737	Oxsr1	-0.083891905624987	0.319515499999999
ENSMUSG00000037400	Atp11b	-0.0838736554791887	0.213896
ENSMUSG00000033728	Lrrc14	-0.0837864240668176	0.360392999999999
ENSMUSG00000041117	Ccdc8	-0.0837845312709797	0.671449
ENSMUSG00000078173	Lenep	-0.0837144972191703	0.03765225
ENSMUSG00000022338	Eny2	-0.0837012529686428	0.464317
ENSMUSG00000050332	Amer1	-0.083690615010737	0.509346499999999
ENSMUSG00000066892	Fbxl12	-0.083484080212219	0.4393435
ENSMUSG00000031969	Acad8	-0.08346583577527	0.15016505
ENSMUSG00000038848	Ythdf1	-0.0832717112973661	0.639866
ENSMUSG00000079685	Ulbp1	-0.0832621402927221	0.10063995
ENSMUSG00000062762	Ei24	-0.0832323959421187	0.204113
ENSMUSG00000021754	Map3k1	-0.0830040214852666	0.388102
ENSMUSG00000028173	Wls	-0.0829945022270343	0.494989499999999
ENSMUSG00000024130	Abca3	-0.0829673845799076	0.0439899
ENSMUSG00000023170	Gps2	-0.0829175981083312	0.493343
ENSMUSG00000024269	Tpgs2	-0.0828861541971074	0.0542539499999999
ENSMUSG00000044221	Grsf1	-0.0828848063798237	0.499731
ENSMUSG00000034007	Scaper	-0.0828299954108787	0.0
ENSMUSG00000041958	Pigs	-0.0828066544434184	0.073253
ENSMUSG00000019998	Stx7	-0.0827359296137566	0.3369785
ENSMUSG00000033590	Myo5c	-0.0826534770922337	0.00096005
ENSMUSG00000033991	Ttc37	-0.0826193024968204	0.01131765
ENSMUSG00000017428	Psmd11	-0.0825478392093855	0.4440115
ENSMUSG00000053600	Zfp472	-0.0824961601094027	0.539754
ENSMUSG00000024276	Zfp397	-0.0824710197132734	0.2978365
ENSMUSG00000021500	Ddx46	-0.0823499518108318	0.122604
ENSMUSG00000020400	Tnip1	-0.0822884327200888	0.35935
ENSMUSG00000030515	Tarsl2	-0.082251039961295	0.04588505
ENSMUSG00000019927	Ube2d1	-0.0821851668194157	0.5475845
ENSMUSG00000031622	Sin3b	-0.0821217824872283	0.0728299
ENSMUSG00000037617	Spag1	-0.0820757853452652	0.0
ENSMUSG00000000253	Gmpr	-0.0820207811636546	0.514205
ENSMUSG00000074269	Rec114	-0.0819170277586245	0.0261483
ENSMUSG00000043668	Tox3	-0.0819078154638318	0.640255999999999
ENSMUSG00000079435	Rpl36a	-0.0818744279400185	0.639477
ENSMUSG00000039176	Polg	-0.081564190858324	0.06857245
ENSMUSG00000070709	Zfp974	-0.0815050557194156	0.2187455
ENSMUSG00000028060	Khdc4	-0.0814053176810147	0.576893
ENSMUSG00000029670	Ing3	-0.0813264068378786	0.3264315
ENSMUSG00000040043	Rbms2	-0.0813204806793046	0.4531395
ENSMUSG00000025066	Sfr1	-0.08119071133301	0.558101
ENSMUSG00000030224	Strap	-0.0811340080528158	0.4500145
ENSMUSG00000031601	Cnot7	-0.0810627128932103	0.459456
ENSMUSG00000024240	Epc1	-0.0807308735282082	0.6461675
ENSMUSG00000028861	Mrps15	-0.0807263170924556	0.174489
ENSMUSG00000042303	Sgsm3	-0.0807026615312091	0.15153775
ENSMUSG00000015804	Med28	-0.080664569250195	0.331178
ENSMUSG00000008200	Fnbp4	-0.0806065327651087	0.3361665
ENSMUSG00000027673	Ndufb5	-0.0805735757458072	0.739041
ENSMUSG00000025899	Alkbh8	-0.0805698539658043	0.0763011
ENSMUSG00000031448	Adprhl1	-0.0805135734872559	0.5831695
ENSMUSG00000085260	Med9os	-0.080181306407851	0.400319
ENSMUSG00000027312	Atrn	-0.0801558548360119	0.1067957
ENSMUSG00000041153	Osgin2	-0.0801224568173685	0.2433805
ENSMUSG00000074212	Dnajb14	-0.080110102759841	0.2752795
ENSMUSG00000020544	Cox11	-0.0800834496087168	0.648617
ENSMUSG00000093989	Rnasek	-0.0799813119214761	0.462769
ENSMUSG00000022204	Ngdn	-0.0799693172778977	0.4582565
ENSMUSG00000029621	Arpc1a	-0.079862394872835	0.2751485
ENSMUSG00000046062	Ppp1r15b	-0.079746782433507	0.688057
ENSMUSG00000017144	Rnd3	-0.0797097733038039	0.6810005
ENSMUSG00000031832	Taf1c	-0.0797068590013804	0.118267249999999
ENSMUSG00000031065	Cdk16	-0.0795913875859438	0.5033955
ENSMUSG00000042208	0610010F05Rik	-0.079574389402346	0.0
ENSMUSG00000086918	4930429F24Rik	-0.0795484148281453	0.0307452
ENSMUSG00000035958	Tdp2	-0.0794002257669707	0.671265
ENSMUSG00000037730	Mynn	-0.0793809014173776	0.446151
ENSMUSG00000037017	Zscan21	-0.0793726245670417	0.366584
ENSMUSG00000019948	Actr6	-0.0793674392226222	0.10307485
ENSMUSG00000058966	Fam57b	-0.0793047084432745	0.0851101
ENSMUSG00000032869	Psmf1	-0.0792493023390397	0.23348
ENSMUSG00000015120	Ube2i	-0.0792393281161212	0.506571
ENSMUSG00000021967	Mrpl57	-0.0791110147197945	0.5106105
ENSMUSG00000020086	Macroh2a2	-0.0791079437354844	0.373843
ENSMUSG00000016344	Ppdpf	-0.0790551160685249	0.19180315
ENSMUSG00000071650	Ganab	-0.0790480355074714	0.2789485
ENSMUSG00000066151	Fkbp15	-0.0790264438037003	0.0519375
ENSMUSG00000039328	Rnf122	-0.0790104225951772	0.412679
ENSMUSG00000019689	Fmc1	-0.0789374356577812	0.5425355
ENSMUSG00000055322	Tns1	-0.0788075329058342	0.607271
ENSMUSG00000024218	Taf11	-0.0787089695926439	0.363407
ENSMUSG00000023439	Gnb3	-0.078705213001232	0.106859
ENSMUSG00000057130	Txnl4a	-0.0785471549443793	0.5050365
ENSMUSG00000010362	Rdm1	-0.0785309912625476	0.04760835
ENSMUSG00000074247	Dda1	-0.0785279934940597	0.358696
ENSMUSG00000033931	Rbm34	-0.0785011731734457	0.1697905
ENSMUSG00000022722	Arl6	-0.0784514832530749	0.1434973
ENSMUSG00000025470	Zfp511	-0.0784373884636927	0.182099
ENSMUSG00000021024	Psma6	-0.0783703537821562	0.24694
ENSMUSG00000017664	Slc35c2	-0.0783263615199649	0.15098105
ENSMUSG00000057322	Rpl38	-0.0782887142602729	0.6009715
ENSMUSG00000050856	Atp5k	-0.0782330193113479	0.686307
ENSMUSG00000037111	Setd7	-0.077940295364587	0.330063
ENSMUSG00000049760	Micos13	-0.0777697993286486	0.728664
ENSMUSG00000064043	Trerf1	-0.0776804191293126	0.2810065
ENSMUSG00000030697	Ppp4c	-0.0776746434714086	0.3905895
ENSMUSG00000017670	Elmo2	-0.07761497354514	0.1400165
ENSMUSG00000008958	Vps72	-0.077572584259878	0.345802
ENSMUSG00000006095	Tbcb	-0.0774011607253593	0.1289611
ENSMUSG00000034636	Zyg11b	-0.0773787615376648	0.2512995
ENSMUSG00000033184	Tmed7	-0.0773528507267922	0.113817149999999
ENSMUSG00000024758	Rtn3	-0.0772834018041675	0.552047
ENSMUSG00000030034	Ino80b	-0.0772696118237719	0.343332
ENSMUSG00000057335	Cep170	-0.077150414540513	0.336833999999999
ENSMUSG00000013646	Sh3bp5l	-0.0770841552483745	0.3030285
ENSMUSG00000073147	5031425E22Rik	-0.0770069264158354	0.3789885
ENSMUSG00000021891	Mettl6	-0.0769423255889066	0.1842475
ENSMUSG00000052763	Zfp212	-0.0769110599852995	0.427162
ENSMUSG00000020537	Drg2	-0.0768389557456056	0.1777395
ENSMUSG00000031286	Glt28d2	-0.0768171541268569	0.6911645
ENSMUSG00000009535	Rnmt	-0.0768136652319052	0.2275085
ENSMUSG00000022680	Pdxdc1	-0.0767063173901015	0.204261
ENSMUSG00000031425	Plp1	-0.0766826900044339	0.0
ENSMUSG00000022354	Ndufb9	-0.0766519956970904	0.6693705
ENSMUSG00000026116	Tmem131	-0.076543650692805	0.3636585
ENSMUSG00000006058	Snf8	-0.0764439186216163	0.146700349999999
ENSMUSG00000026718	Stam	-0.076285759113279	0.3677535
ENSMUSG00000055044	Pdlim1	-0.0762308109435834	0.4583585
ENSMUSG00000034748	Sirt6	-0.0761857591361003	0.10119765
ENSMUSG00000032449	Slc25a36	-0.0761421577310371	0.5051385
ENSMUSG00000038241	Cep250	-0.0760902990463366	0.0581839
ENSMUSG00000027531	Impa1	-0.0760842465092323	0.17267995
ENSMUSG00000070002	Ell	-0.0759808672399873	0.526928
ENSMUSG00000032582	Rbm6	-0.075883040921997	0.351834
ENSMUSG00000045435	Tmem60	-0.0758766925949509	0.573932
ENSMUSG00000036078	Sigmar1	-0.0757655279427218	0.1617889
ENSMUSG00000000581	C1d	-0.0757340806168145	0.4488705
ENSMUSG00000047613	A430005L14Rik	-0.0757258955894959	0.4262105
ENSMUSG00000012848	Rps5	-0.0756901550102828	0.463611499999999
ENSMUSG00000025266	Gnl3l	-0.075617472249995	0.1646185
ENSMUSG00000053080	2700081O15Rik	-0.0755716770198557	0.564251499999999
ENSMUSG00000089832	Shkbp1	-0.0755065967553104	0.01209765
ENSMUSG00000062110	Scfd2	-0.0754758866822419	0.0551855
ENSMUSG00000070697	Utp3	-0.075411245508041	0.664825
ENSMUSG00000019899	Lama2	-0.0753300881636778	0.0155669
ENSMUSG00000023020	Cox14	-0.0752939280928591	0.7407355
ENSMUSG00000057982	Zfp809	-0.0752477059735043	0.4695595
ENSMUSG00000041571	Selenow	-0.0752336421183817	0.3615975
ENSMUSG00000117924	Tmem223	-0.075155587885739	0.6847975
ENSMUSG00000021973	Micu2	-0.0750966315503223	0.27609
ENSMUSG00000038784	Cnot4	-0.0750781617569984	0.430812
ENSMUSG00000005686	Ampd3	-0.0749980194460287	0.1793215
ENSMUSG00000102976	Zc3h11a	-0.0749428941658832	0.5252055
ENSMUSG00000038422	Hdhd3	-0.074839111186366	0.274215
ENSMUSG00000038550	Ciart	-0.0747579354113626	0.5158705
ENSMUSG00000032392	Parp16	-0.0746182237492385	0.0234432
ENSMUSG00000021196	Pfkp	-0.0746181234526417	0.409042
ENSMUSG00000030983	Bccip	-0.0745828070628271	0.3622705
ENSMUSG00000042595	Fam199x	-0.0745618274171024	0.2897905
ENSMUSG00000051223	Bzw1	-0.074441158096693	0.3320765
ENSMUSG00000118193	Arhgap26	-0.0744237273249224	0.169136
ENSMUSG00000079020	Slc45a4	-0.0744080499999983	0.402442
ENSMUSG00000027993	Trim2	-0.0741690987007829	0.024307
ENSMUSG00000027952	Pmvk	-0.0741074872256157	0.12975875
ENSMUSG00000021832	Psmc6	-0.0741052709355297	0.374962
ENSMUSG00000037415	Ranbp10	-0.0741000143138814	0.433582
ENSMUSG00000026404	Ddx59	-0.0740461495880901	0.0420081999999999
ENSMUSG00000032727	Mier3	-0.074013849319049	0.200622
ENSMUSG00000024163	Mapk8ip3	-0.0739711624913659	0.351478
ENSMUSG00000057181	5730455P16Rik	-0.073905986288333	0.0161888
ENSMUSG00000044018	Mrpl50	-0.0738775572133716	0.583608
ENSMUSG00000050552	Lamtor4	-0.0737484387228264	0.3224405
ENSMUSG00000049504	Proser1	-0.0737345190076758	0.314566
ENSMUSG00000004347	Pde1c	-0.0737249081573189	0.04375615
ENSMUSG00000002249	Tead3	-0.0736978834283304	0.421032
ENSMUSG00000025140	Pycr1	-0.0736475862191233	0.0614296
ENSMUSG00000049288	Lix1l	-0.0736350503965133	0.5045155
ENSMUSG00000032512	Wdr48	-0.0736284096027754	0.187054499999999
ENSMUSG00000017781	Pitpna	-0.0735925963330905	0.314152
ENSMUSG00000057594	Arl16	-0.0735359812004737	0.4259665
ENSMUSG00000026201	Stk16	-0.0735054889337037	0.5251625
ENSMUSG00000031862	Atp13a1	-0.0733880944598077	0.227467
ENSMUSG00000020115	Tbk1	-0.073341749734757	0.2479605
ENSMUSG00000051351	Zfp46	-0.0733090833096048	0.527106
ENSMUSG00000024999	Noc3l	-0.0732600148043841	0.0581165
ENSMUSG00000036860	Mrpl55	-0.0732319619503718	0.472183999999999
ENSMUSG00000025374	Nabp2	-0.0732313601292695	0.09095835
ENSMUSG00000000355	Mcts1	-0.0731493898290025	0.3886295
ENSMUSG00000031534	Smim19	-0.0731350792545711	0.590756499999999
ENSMUSG00000031813	Mvb12a	-0.0729573176758798	0.16343925
ENSMUSG00000031575	Ash2l	-0.0729371188087262	0.188145
ENSMUSG00000040167	Ikzf5	-0.0729182399125923	0.490855
ENSMUSG00000029551	Psmg3	-0.0728043147860779	0.4951425
ENSMUSG00000025880	Smad7	-0.0727256528547065	0.74024
ENSMUSG00000031467	Agpat5	-0.0727099137034637	0.284884
ENSMUSG00000031066	Usp11	-0.0726850523868555	0.1593725
ENSMUSG00000021484	Lman2	-0.0726087755681072	0.45491
ENSMUSG00000042608	Stk40	-0.0725956051298748	0.3897985
ENSMUSG00000067194	Eif1ax	-0.0724645931934267	0.5448145
ENSMUSG00000057863	Rpl36	-0.0724340686071765	0.5374395
ENSMUSG00000025764	Jade1	-0.0723993683925199	0.4859325
ENSMUSG00000060681	Slc9a6	-0.0721971366862388	0.0850313
ENSMUSG00000023826	Prkn	-0.0721667476110265	0.0
ENSMUSG00000066000	Zfp979	-0.0721320480763959	0.0
ENSMUSG00000034850	Tmem127	-0.0720593848691686	0.473788
ENSMUSG00000010721	Lmbr1	-0.0720337845771675	0.02420435
ENSMUSG00000021819	Zswim8	-0.0720277140094131	0.3347645
ENSMUSG00000063281	Zfp35	-0.0720152324918326	0.4523975
ENSMUSG00000040865	Ino80d	-0.0719960479910986	0.1660675
ENSMUSG00000038268	Ovca2	-0.0719536035112901	0.3298206
ENSMUSG00000073791	Efcab7	-0.0716269969058327	0.01704725
ENSMUSG00000033377	Palmd	-0.0716244755971689	0.238153
ENSMUSG00000098923	Tmem185b	-0.0716064496574822	0.664306
ENSMUSG00000049536	Tceal1	-0.0715203785857182	0.1315415
ENSMUSG00000040701	Ap1g2	-0.0714564768051035	0.0447063
ENSMUSG00000027465	Tbc1d20	-0.0714343513828018	0.4224055
ENSMUSG00000032977	Fam207a	-0.071383393387746	0.378506499999999
ENSMUSG00000006494	Pdk1	-0.0713739817483029	0.358952
ENSMUSG00000002981	Clptm1	-0.071318433918097	0.4009205
ENSMUSG00000097180	2700038G22Rik	-0.0713149580770007	0.654096999999999
ENSMUSG00000026554	Dcaf8	-0.0712509105903843	0.530058
ENSMUSG00000036977	Anapc10	-0.0711820371867955	0.10069135
ENSMUSG00000004788	Eif2b2	-0.071039874816883	0.13535255
ENSMUSG00000040843	Tiprl	-0.0709910774632846	0.3870945
ENSMUSG00000041560	Nop53	-0.070910295927341	0.330924
ENSMUSG00000053070	Cfap300	-0.0708924502151921	0.04224185
ENSMUSG00000022389	Tef	-0.0707978087837081	0.3132795
ENSMUSG00000063406	Tmed5	-0.0707731007716805	0.11110285
ENSMUSG00000028958	Tmub1	-0.070739728512033	0.268669
ENSMUSG00000053774	Ubxn7	-0.0706318308813791	0.487291
ENSMUSG00000042814	Mcts2	-0.0706256815209932	0.388706
ENSMUSG00000037857	Nufip2	-0.0703983669114443	0.414537
ENSMUSG00000002546	Golga2	-0.0702805066197352	0.2647775
ENSMUSG00000019979	Apaf1	-0.0701830511813187	0.0667185
ENSMUSG00000022285	Ywhaz	-0.0701390282753749	0.6292435
ENSMUSG00000064968	Snord47	-0.0700922460008022	0.1883115
ENSMUSG00000003033	Ap1m1	-0.0700597052948023	0.3180275
ENSMUSG00000062590	Armc9	-0.0699926734016103	0.0
ENSMUSG00000029676	Pot1a	-0.0699867227704133	0.0213784
ENSMUSG00000033453	Adamts15	-0.0699443901188488	0.277190999999999
ENSMUSG00000027509	Rae1	-0.0698937302249122	0.369039
ENSMUSG00000052406	Rexo4	-0.069850373564294	0.2188195
ENSMUSG00000038212	Mfsd14b	-0.069812629076397	0.392368999999999
ENSMUSG00000073016	Uprt	-0.0697708129375877	0.2675195
ENSMUSG00000001508	Sgca	-0.0697033182305739	0.233471
ENSMUSG00000033014	Trim33	-0.069676664603195	0.406734999999999
ENSMUSG00000042156	Dzip1	-0.0695779138085986	0.0234076
ENSMUSG00000039087	Rreb1	-0.0695576457929878	0.429019999999999
ENSMUSG00000038160	Atg5	-0.0695259942696298	0.299852
ENSMUSG00000073600	Prob1	-0.0694292574898475	0.645049
ENSMUSG00000021775	Nr1d2	-0.0693911141913935	0.4527285
ENSMUSG00000026664	Phyh	-0.0693732894698992	0.15876135
ENSMUSG00000024845	Tmem134	-0.0693176945413164	0.386962999999999
ENSMUSG00000024608	Rps14	-0.0692602872386592	0.3031895
ENSMUSG00000031485	Plpbp	-0.0692122257576585	0.1358814
ENSMUSG00000028688	Toe1	-0.0691952957990495	0.0678495
ENSMUSG00000046329	Slc25a23	-0.0691056206244953	0.1190183
ENSMUSG00000020525	Ppm1d	-0.0690663388020169	0.5094495
ENSMUSG00000011254	Thg1l	-0.0690254954248948	0.0
ENSMUSG00000027014	Cwc22	-0.068904161189361	0.0
ENSMUSG00000037475	Thoc2	-0.0688439604528169	0.315131999999999
ENSMUSG00000028745	Capzb	-0.0688298357712165	0.6067225
ENSMUSG00000024974	Smc3	-0.0687156924994222	0.461055
ENSMUSG00000021975	Ints9	-0.068693885119175	0.189167
ENSMUSG00000025135	Anapc11	-0.0686808539394436	0.348998
ENSMUSG00000009470	Tnpo1	-0.0686675541974553	0.574136
ENSMUSG00000036513	Commd2	-0.0685630337679682	0.263608
ENSMUSG00000061306	Slc38a10	-0.0685173508428326	0.448667
ENSMUSG00000044150	Bclaf3	-0.0684435199387727	0.1467675
ENSMUSG00000038594	Cep85l	-0.0683576552018318	0.496925
ENSMUSG00000015027	Galns	-0.068215133385877	0.0342243
ENSMUSG00000036568	Bicral	-0.0681631654110765	0.418808
ENSMUSG00000071454	Dtnb	-0.0681169885352005	0.03238055
ENSMUSG00000027668	Mfn1	-0.0678013109161201	0.36661
ENSMUSG00000034781	Gna11	-0.0677461084436442	0.528967
ENSMUSG00000020469	Myl7	-0.0676767472849815	0.64329
ENSMUSG00000030793	Pycard	-0.0675270600836267	0.4570915
ENSMUSG00000035443	Thyn1	-0.0674669205984682	0.218238
ENSMUSG00000025730	Rab40c	-0.0674485069766822	0.446934999999999
ENSMUSG00000079508	Apoo	-0.067389432505554	0.436641
ENSMUSG00000085614	1700123M08Rik	-0.0673612039575624	0.3704355
ENSMUSG00000052139	Babam2	-0.0673533388994746	0.1787945
ENSMUSG00000040746	Rnf167	-0.0672981766553263	0.741103
ENSMUSG00000028630	Dyrk2	-0.0672071369787311	0.7262615
ENSMUSG00000023307	Marchf5	-0.0670679436872675	0.6079125
ENSMUSG00000007812	Zfp655	-0.0670529433242531	0.660476
ENSMUSG00000035674	Ndufa3	-0.0670224924739001	0.685786999999999
ENSMUSG00000028245	Nsmaf	-0.0669469668112485	0.34222
ENSMUSG00000037152	Ndufc1	-0.0668958883666796	0.5658625
ENSMUSG00000031157	Pqbp1	-0.066776703415239	0.3010945
ENSMUSG00000066568	Lsm14a	-0.0666938681057324	0.494391
ENSMUSG00000015189	Casd1	-0.0666712739248003	0.165016
ENSMUSG00000027582	Zgpat	-0.0662831946071401	0.5463875
ENSMUSG00000027272	Ubr1	-0.0662761691818465	0.0786485
ENSMUSG00000019857	Asf1a	-0.066261310523508	0.574144
ENSMUSG00000069895	Atxn1l	-0.0660631789766541	0.483966499999999
ENSMUSG00000064030	Pym1	-0.0660251540694451	0.643473
ENSMUSG00000031878	Nae1	-0.0658401806301227	0.188331
ENSMUSG00000026319	Relch	-0.0658124811024523	0.169351
ENSMUSG00000024785	Rcl1	-0.0657647526454321	0.2975325
ENSMUSG00000030060	Hmces	-0.0656701378680276	0.2115225
ENSMUSG00000059981	Taok2	-0.065647733660064	0.3238725
ENSMUSG00000031388	Naa10	-0.0655974083220455	0.3758875
ENSMUSG00000014444	Piezo1	-0.0655076457172764	0.3439225
ENSMUSG00000025208	Mrpl43	-0.0654352467536334	0.569393
ENSMUSG00000049588	Ccdc69	-0.0654149541560758	0.4998415
ENSMUSG00000030876	Mettl9	-0.0653645766063441	0.4911815
ENSMUSG00000051705	Senp8	-0.0652051039699701	0.5030695
ENSMUSG00000028309	Rnf20	-0.0652008824798645	0.075215
ENSMUSG00000023939	Mrpl14	-0.0650517149762408	0.5867835
ENSMUSG00000025860	Xiap	-0.0648284330951907	0.541818
ENSMUSG00000032849	Abcc4	-0.0647472319728675	0.0
ENSMUSG00000070923	Klhl9	-0.0646519390073996	0.661476
ENSMUSG00000030842	Lamtor1	-0.0645978996686752	0.1056472
ENSMUSG00000020485	Supt4a	-0.0643453741567098	0.278821
ENSMUSG00000024219	Anks1	-0.0642631661736286	0.367847
ENSMUSG00000083012	Fam220a	-0.0639938395035363	0.6765985
ENSMUSG00000079104	Prps1l3	-0.0639700842145818	0.671629
ENSMUSG00000079197	Psme2	-0.0639475140714471	0.305745
ENSMUSG00000051910	Sox6	-0.0638807180344934	0.43331
ENSMUSG00000045969	Ing1	-0.0638445678916163	0.543679
ENSMUSG00000036820	Amdhd2	-0.0637408890003651	0.134484549999999
ENSMUSG00000056536	Pign	-0.0637003436159839	0.0
ENSMUSG00000051671	Coa6	-0.0636314871403591	0.4614595
ENSMUSG00000048677	Tpcn2	-0.063627171712498	0.0
ENSMUSG00000041718	Alg13	-0.0636047338368499	0.01468745
ENSMUSG00000030839	Sergef	-0.0635388028169675	0.02400915
ENSMUSG00000030232	Aebp2	-0.0634638261179763	0.3222095
ENSMUSG00000070426	Rnf121	-0.0633262841225564	0.3299375
ENSMUSG00000041841	Rpl37	-0.0630625710546568	0.670673
ENSMUSG00000025793	Hgs	-0.0630128880393589	0.1431935
ENSMUSG00000014668	Chfr	-0.0629943923787351	0.1012289
ENSMUSG00000056579	Tug1	-0.0629910572145351	0.5869145
ENSMUSG00000028334	Nans	-0.0629524381317367	0.253285
ENSMUSG00000003421	Nosip	-0.0629237371873164	0.5039285
ENSMUSG00000039199	Zdhhc1	-0.0629162914570455	0.14434215
ENSMUSG00000038481	Cdk19	-0.062853285693168	0.2137325
ENSMUSG00000031732	Phlpp2	-0.0627782127989282	0.1633585
ENSMUSG00000064105	Cnnm2	-0.0627578487769147	0.2605545
ENSMUSG00000037351	Actr1b	-0.0626357382193834	0.2177325
ENSMUSG00000054079	Utp18	-0.0626204687919456	0.182645999999999
ENSMUSG00000013033	Adgrl1	-0.0625953809727072	0.2508005
ENSMUSG00000028393	Alad	-0.0625594636130829	0.2283255
ENSMUSG00000062014	Gmfb	-0.0625301105719724	0.55811
ENSMUSG00000037253	Mex3c	-0.0625274772066191	0.7084275
ENSMUSG00000025466	Fuom	-0.0625156406828736	0.454160499999999
ENSMUSG00000024875	Yif1a	-0.0624295330212466	0.1832414
ENSMUSG00000038346	Zfp384	-0.0623891648498199	0.4261125
ENSMUSG00000032051	Fdx1	-0.0623472942522475	0.6035505
ENSMUSG00000040751	Lat2	-0.0622717034903057	0.02116105
ENSMUSG00000045098	Kmt5b	-0.0621970195560224	0.4234515
ENSMUSG00000061286	Exosc5	-0.0621910349550219	0.1575585
ENSMUSG00000029265	Dr1	-0.0621626008341358	0.5497855
ENSMUSG00000022336	Eif3e	-0.0620905337159968	0.519411
ENSMUSG00000024847	Aip	-0.0620310394684029	0.2558485
ENSMUSG00000034659	Tmem109	-0.0618681186000125	0.478398999999999
ENSMUSG00000031158	Timm17b	-0.0618125385260875	0.18527
ENSMUSG00000038000	Acd	-0.0617480943325069	0.1344648
ENSMUSG00000046330	Rpl37a	-0.0616077431133315	0.697504
ENSMUSG00000067873	Htatsf1	-0.0615185519616786	0.212778499999999
